ec,lec,total_voters,total_ballots,local_ballots,distant_ballots,unused_ballots,in_mobile_boxes,in_stationary_boxes,spoiled_ballots,valid_ballots,lost_ballots,unaccounted_ballots,amosov,beglov,tikhonova,amosov_share,beglov_share,tikhonova_share,turnout(%)
tec3,622,1747,1500,497,11,992,11,497,10,498,0,0,59,376,63,11.614173228346457,74.01574803149606,12.401574803149607,29.078420148826563
tec3,623,1684,1500,499,7,994,7,499,18,488,0,0,58,365,65,11.462450592885375,72.13438735177866,12.845849802371543,30.04750593824228
tec3,624,1862,1500,468,6,1026,6,468,14,460,0,0,87,284,89,18.354430379746837,59.91561181434599,18.776371308016877,25.456498388829218
tec3,625,1805,1500,463,7,1030,7,463,12,458,0,0,66,302,90,14.042553191489363,64.25531914893618,19.148936170212767,26.038781163434905
tec3,626,1589,1500,402,9,1089,9,402,9,402,0,0,53,296,53,12.895377128953772,72.01946472019465,12.895377128953772,25.865324103209563
tec3,627,1615,1500,402,3,1095,3,402,0,405,0,0,52,303,50,12.839506172839506,74.81481481481481,12.345679012345679,25.077399380804955
tec3,628,1983,2000,500,11,1489,11,500,20,491,0,0,58,383,50,11.350293542074363,74.95107632093934,9.784735812133071,25.769036812909736
tec3,629,2051,1500,476,14,1010,14,468,14,468,0,0,65,327,76,13.485477178423237,67.84232365145229,15.767634854771783,23.890784982935152
tec3,630,1796,1500,465,9,1026,9,465,15,459,0,0,69,318,72,14.556962025316455,67.08860759493672,15.18987341772152,26.39198218262806
tec3,631,1676,2000,550,5,1445,5,547,19,533,0,0,98,367,68,17.753623188405797,66.48550724637681,12.318840579710146,33.1145584725537
tec3,632,2195,2000,561,11,1428,11,556,31,536,0,0,51,424,61,8.994708994708994,74.77954144620811,10.758377425044092,26.05922551252847
tec3,645,250,250,28,189,33,189,28,5,212,0,0,20,171,21,9.216589861751153,78.80184331797236,9.67741935483871,86.8
tec4,901,1145,1000,218,5,777,5,218,2,221,0,0,19,163,39,8.520179372197308,73.09417040358744,17.48878923766816,19.47598253275109
tec4,902,2041,1500,528,12,960,12,528,9,531,0,0,56,358,117,10.37037037037037,66.2962962962963,21.666666666666668,26.45761881430671
tec4,903,2378,2000,601,40,1359,40,601,22,619,0,0,105,394,120,16.380655226209047,61.46645865834633,18.720748829953198,26.955424726661057
tec4,904,2354,2000,623,13,1364,13,623,33,603,0,0,96,390,117,15.09433962264151,61.32075471698113,18.39622641509434,27.017841971113
tec4,905,2708,2500,700,36,1764,36,700,23,713,0,0,117,417,179,15.896739130434783,56.65760869565217,24.320652173913043,27.17872968980798
tec4,906,1885,1500,621,60,819,60,561,12,609,0,0,104,372,133,16.74718196457327,59.90338164251207,21.4170692431562,36.12732095490716
tec4,907,2075,1500,600,72,828,72,600,5,667,0,0,94,453,120,13.988095238095239,67.41071428571429,17.857142857142858,32.3855421686747
tec4,908,1560,1000,432,83,485,83,432,8,507,0,0,62,357,88,12.03883495145631,69.32038834951456,17.0873786407767,33.01282051282051
tec4,909,2168,1500,690,54,756,54,690,30,714,0,0,122,421,171,16.397849462365592,56.58602150537635,22.983870967741936,34.31734317343174
tec4,910,1685,1000,426,18,556,18,425,9,434,0,0,71,278,85,16.02708803611738,62.75395033860045,19.187358916478555,26.350148367952524
tec4,911,1644,1000,465,102,433,102,465,5,562,0,0,69,382,111,12.16931216931217,67.3721340388007,19.576719576719576,34.48905109489051
tec4,912,1707,1000,498,40,462,40,498,12,526,0,0,71,360,95,13.197026022304833,66.91449814126395,17.657992565055764,31.517281780902167
tec4,913,1930,1500,543,39,918,39,543,15,567,0,0,80,358,129,13.745704467353953,61.512027491408936,22.164948453608247,30.155440414507773
tec4,914,1722,1500,490,17,993,17,490,11,496,0,0,66,318,112,13.017751479289942,62.721893491124256,22.090729783037474,29.442508710801395
tec4,915,1957,1500,586,53,861,53,586,11,628,0,0,91,402,135,14.241001564945227,62.91079812206573,21.12676056338028,32.652018395503326
tec4,916,1498,1000,413,24,563,24,412,14,422,0,0,62,292,68,14.220183486238533,66.97247706422019,15.59633027522936,29.172229639519358
tec4,917,1623,1000,497,70,433,70,496,14,552,0,0,90,370,92,15.901060070671377,65.37102473498233,16.25441696113074,34.93530499075786
tec4,918,1684,1500,446,49,1005,49,446,16,479,0,0,81,306,92,16.363636363636363,61.81818181818181,18.585858585858585,29.394299287410924
tec4,919,1770,1500,651,73,776,73,650,14,709,0,0,116,474,119,16.044260027662517,65.56016597510373,16.459197786998615,40.90395480225989
tec4,920,1880,1500,510,86,904,85,503,11,577,0,0,94,352,131,15.98639455782313,59.863945578231295,22.27891156462585,31.70212765957447
tec4,921,1918,1500,640,48,812,48,640,25,663,0,0,127,402,134,18.459302325581394,58.43023255813954,19.476744186046513,35.870698644421275
tec4,922,2168,1500,494,43,963,43,494,15,522,0,0,83,329,110,15.456238361266294,61.26629422718808,20.48417132216015,24.769372693726936
tec4,923,2094,1500,546,6,948,6,544,17,533,0,0,105,333,95,19.090909090909093,60.54545454545455,17.272727272727273,26.36103151862464
tec4,924,1951,1500,531,14,955,14,530,13,531,0,0,107,327,97,19.669117647058822,60.11029411764706,17.830882352941178,27.934392619169657
tec4,925,2492,2000,772,19,1209,19,772,21,770,0,0,176,415,179,22.25031605562579,52.46523388116309,22.629582806573957,31.741573033707866
tec4,926,2025,1500,671,22,807,22,670,13,679,0,0,148,413,118,21.38728323699422,59.6820809248555,17.052023121387283,34.22222222222222
tec4,927,1919,1500,524,8,968,8,524,17,515,0,0,108,286,121,20.30075187969925,53.75939849624061,22.74436090225564,27.722772277227726
tec4,928,1761,1500,467,5,1028,5,466,19,452,0,0,96,267,89,20.382165605095544,56.68789808917197,18.895966029723994,26.802952867688813
tec4,929,1972,1500,504,9,987,9,504,15,498,0,0,82,313,103,15.984405458089668,61.01364522417154,20.077972709551656,26.01419878296146
tec4,930,1867,1500,499,60,941,60,499,20,539,0,0,105,334,100,18.783542039355993,59.74955277280859,17.88908765652952,29.94108194965185
tec4,931,2002,1500,677,12,811,12,674,25,661,0,0,116,418,127,16.909620991253643,60.932944606414,18.513119533527696,34.41558441558442
tec4,932,1870,1500,611,8,881,8,611,21,598,0,0,93,380,125,15.024232633279484,61.389337641357024,20.19386106623586,33.101604278074866
tec4,933,2037,1500,551,22,927,22,551,14,559,0,0,92,358,109,16.05584642233857,62.478184991274,19.022687609075042,28.12960235640648
tec4,934,1905,1500,480,17,1003,17,480,15,482,0,0,60,332,90,12.072434607645874,66.80080482897385,18.10865191146881,26.089238845144358
tec4,935,1861,1500,458,10,1032,10,456,11,455,0,0,74,292,89,15.879828326180256,62.66094420600859,19.098712446351932,25.14777001612036
tec4,936,1949,1500,625,19,856,19,625,24,620,0,0,81,398,141,12.577639751552795,61.80124223602485,21.8944099378882,33.04258594150847
tec4,937,2178,1500,649,14,837,14,649,23,640,0,0,110,437,93,16.59125188536953,65.91251885369532,14.027149321266968,30.44077134986226
tec4,938,1905,1500,481,37,982,37,481,17,501,0,0,53,335,113,10.231660231660232,64.67181467181467,21.814671814671815,27.19160104986877
tec4,939,2419,2000,586,12,1402,12,586,26,572,0,0,66,384,122,11.036789297658862,64.21404682274247,20.401337792642142,24.72095907399752
tec4,940,2075,2000,840,16,1144,16,839,80,775,0,0,121,479,175,14.15204678362573,56.0233918128655,20.46783625730994,41.25301204819277
tec4,941,2455,2000,750,12,1238,12,749,21,740,0,0,159,439,142,20.893561103810775,57.687253613666236,18.659658344283837,31.038696537678206
tec4,942,1519,1000,431,10,559,10,431,13,428,0,0,91,257,80,20.634920634920633,58.27664399092971,18.140589569160998,29.03225806451613
tec4,943,2036,1500,576,9,915,9,576,16,569,0,0,147,310,112,25.128205128205128,52.991452991452995,19.14529914529915,28.7328094302554
tec4,944,2419,2000,785,24,1191,24,784,14,794,0,0,174,465,155,21.534653465346533,57.54950495049505,19.183168316831683,33.443571723852834
tec4,945,2219,2000,761,9,1230,9,760,36,733,0,0,170,373,190,22.106631989596877,48.50455136540962,24.7074122236671,34.70031545741325
tec4,946,1565,1000,408,8,584,8,407,12,403,0,0,108,204,91,26.024096385542165,49.1566265060241,21.927710843373493,26.5814696485623
tec4,947,1580,1000,427,3,570,3,427,6,424,0,0,129,224,71,30.0,52.093023255813954,16.511627906976745,27.21518987341772
tec4,948,1410,1000,389,9,602,9,389,8,390,0,0,94,231,65,23.618090452261306,58.040201005025125,16.331658291457288,28.22695035460993
tec4,949,1505,1000,395,6,599,6,393,13,386,0,0,83,224,79,20.80200501253133,56.14035087719298,19.799498746867165,26.64451827242525
tec4,950,2292,1500,648,19,833,19,644,19,644,0,0,106,418,120,15.987933634992457,63.04675716440422,18.099547511312217,29.101221640488657
tec4,951,1703,1500,508,9,983,9,508,16,501,0,0,113,293,95,21.8568665377176,56.67311411992263,18.3752417794971,30.358191426893715
tec4,952,1936,1500,595,14,891,14,595,12,597,0,0,104,375,118,17.077175697865353,61.57635467980296,19.376026272578,31.456611570247933
tec4,953,1811,1500,606,8,886,8,606,16,598,0,0,97,402,99,15.798045602605862,65.47231270358306,16.123778501628664,33.90392048591938
tec4,954,1739,1500,540,16,944,16,524,8,532,0,0,98,337,97,18.14814814814815,62.40740740740741,17.962962962962965,31.972397929844735
tec4,955,1517,1000,448,12,540,12,448,15,445,0,0,92,256,97,20.0,55.65217391304348,21.086956521739133,30.323005932762033
tec4,956,2077,1500,541,13,946,13,540,18,535,0,0,84,354,97,15.18987341772152,64.01446654611212,17.540687160940323,26.67308618199326
tec4,957,2243,2000,680,19,1301,19,678,24,673,0,0,124,449,100,17.790530846484938,64.41893830703013,14.347202295552366,31.1636201515827
tec4,958,1694,1000,625,1,374,1,625,30,596,0,0,101,245,250,16.134185303514375,39.13738019169329,39.936102236421725,36.95395513577332
tec4,959,37,500,37,0,463,0,37,0,37,0,0,2,35,0,5.405405405405405,94.5945945945946,0.0,100.0
tec4,960,2843,2500,825,9,1666,9,823,15,817,0,0,100,403,314,12.01923076923077,48.4375,37.74038461538461,29.33520928596553
tec4,961,2661,2000,789,3,1208,3,789,13,779,0,0,95,337,347,11.994949494949495,42.55050505050505,43.813131313131315,29.763246899661784
tec4,962,2371,1500,595,24,881,17,595,14,598,0,0,58,319,221,9.477124183006536,52.12418300653595,36.11111111111111,26.107127794179668
tec4,963,2664,2000,668,25,1307,25,667,10,682,0,0,89,355,238,12.861271676300579,51.300578034682076,34.39306358381503,26.013513513513516
tec4,964,205,700,40,165,495,165,40,1,204,0,0,21,150,33,10.24390243902439,73.17073170731707,16.097560975609756,100.0
tec4,965,355,700,62,274,364,274,62,7,329,0,0,31,252,46,9.226190476190476,75.0,13.690476190476192,94.64788732394366
tec5,1422,1797,1700,480,4,1216,4,480,13,471,0,0,57,337,77,11.776859504132231,69.62809917355372,15.909090909090908,26.933778519755148
tec5,1423,1945,1800,495,10,1295,10,495,18,487,0,0,57,353,77,11.287128712871288,69.9009900990099,15.247524752475247,25.96401028277635
tec5,1424,1814,1700,320,1,1379,1,320,6,315,0,0,45,225,45,14.018691588785046,70.09345794392523,14.018691588785046,17.695700110253583
tec5,1425,1934,1800,405,12,1383,12,405,13,404,0,0,58,286,60,13.908872901678656,68.5851318944844,14.388489208633093,21.56153050672182
tec5,1426,2037,1900,399,13,1488,13,398,11,400,0,0,59,281,60,14.355231143552311,68.3698296836983,14.5985401459854,20.225822287677957
tec5,1427,1921,1800,437,4,1359,4,433,16,421,0,0,48,306,67,10.983981693363845,70.0228832951945,15.331807780320366,22.95679333680375
tec5,1428,2433,2200,735,8,1457,8,733,21,720,0,0,100,490,130,13.49527665317139,66.12685560053981,17.543859649122805,30.538429921907113
tec5,1429,2253,2100,537,13,1550,13,537,10,540,0,0,74,374,92,13.454545454545455,68.0,16.727272727272727,24.41189525077674
tec5,1430,2065,1900,545,11,1344,11,544,24,531,0,0,85,342,104,15.315315315315313,61.62162162162163,18.73873873873874,26.92493946731235
tec5,1431,1644,1500,370,6,1124,6,370,11,365,0,0,50,257,58,13.297872340425531,68.35106382978722,15.425531914893616,22.871046228710462
tec5,1432,2262,2000,516,13,1471,13,503,21,495,0,0,37,401,57,7.170542635658915,77.71317829457365,11.046511627906977,23.386383731211318
tec5,1433,2207,2000,444,3,1553,3,442,15,430,0,0,58,305,67,13.03370786516854,68.53932584269663,15.056179775280897,20.25373810602628
tec5,1434,2034,1900,480,11,1409,11,480,18,473,0,0,59,335,79,12.016293279022404,68.22810590631364,16.08961303462322,24.139626352015732
tec5,1435,2033,1800,460,4,1336,4,460,15,449,0,0,48,325,76,10.344827586206897,70.04310344827587,16.379310344827587,22.823413674372848
tec5,1436,2074,1900,523,4,1373,4,523,15,512,0,0,65,373,74,12.333965844402277,70.77798861480076,14.041745730550284,25.40983606557377
tec5,1437,2336,2200,607,5,1588,5,603,15,593,0,0,108,362,123,17.763157894736842,59.539473684210535,20.230263157894736,26.1986301369863
tec5,1438,1878,1700,533,2,1165,2,533,0,535,0,0,50,392,93,9.345794392523365,73.27102803738318,17.38317757009346,28.4877529286475
tec5,1439,2254,2100,581,4,1515,4,581,22,563,0,0,77,377,109,13.162393162393164,64.44444444444444,18.632478632478634,25.953859804791477
tec5,1440,1864,1700,490,11,1199,11,490,16,485,0,0,69,328,88,13.77245508982036,65.46906187624751,17.56487025948104,26.87768240343348
tec5,1441,2396,2200,705,12,1483,12,705,3,714,0,0,99,536,79,13.807531380753138,74.75592747559274,11.01813110181311,29.924874791318867
tec5,1442,2458,2300,765,12,1523,12,753,20,745,0,0,102,545,98,13.333333333333334,71.24183006535948,12.810457516339868,31.61106590724166
tec5,1443,2002,1800,582,3,1215,3,582,10,575,0,0,105,345,125,17.94871794871795,58.97435897435898,21.367521367521366,29.22077922077922
tec5,1444,1842,1600,488,3,1109,3,488,0,491,0,0,40,368,83,8.146639511201629,74.949083503055,16.90427698574338,26.65580890336591
tec5,1445,1895,1700,560,15,1125,15,559,13,561,0,0,115,339,107,20.034843205574912,59.059233449477354,18.641114982578397,30.343007915567284
tec5,1446,2063,1800,525,4,1271,4,524,10,518,0,0,72,379,67,13.636363636363635,71.78030303030303,12.68939393939394,25.64226854095977
tec5,1447,2050,1800,461,15,1324,15,450,12,453,0,0,80,278,95,17.20430107526882,59.78494623655914,20.43010752688172,23.219512195121954
tec5,1448,2228,2100,578,12,1510,12,568,19,561,0,0,114,343,104,19.655172413793103,59.13793103448276,17.93103448275862,26.48114901256732
tec5,1449,1993,1900,519,9,1372,9,519,11,517,0,0,88,339,90,16.666666666666664,64.20454545454545,17.045454545454543,26.492724535875567
tec5,1450,1845,1700,520,7,1173,7,519,13,513,0,0,79,333,101,15.019011406844108,63.30798479087453,19.20152091254753,28.563685636856366
tec5,1451,1970,1800,397,15,1388,15,396,7,404,0,0,50,279,75,12.165450121654501,67.88321167883211,18.248175182481752,20.913705583756347
tec5,1452,1841,1700,487,8,1205,8,487,13,482,0,0,42,350,90,8.484848484848486,70.70707070707071,18.181818181818183,26.88756110809343
tec5,1453,2215,2000,438,11,1551,11,432,10,433,0,0,68,269,96,15.349887133182843,60.722347629796836,21.670428893905193,20.270880361173816
tec5,1454,1995,1900,540,12,1348,12,537,9,540,0,0,80,347,113,14.571948998178508,63.20582877959927,20.58287795992714,27.669172932330827
tec5,1455,2503,2100,512,58,1530,58,511,19,550,0,0,67,399,84,11.775043936731107,70.12302284710017,14.762741652021088,22.77267279264882
tec5,1456,2248,2100,501,7,1592,7,501,18,490,0,0,92,295,103,18.11023622047244,58.07086614173228,20.275590551181104,22.597864768683273
tec5,1457,2325,2200,587,10,1603,10,585,17,578,0,0,60,425,93,10.084033613445378,71.42857142857143,15.630252100840336,25.677419354838708
tec5,1458,2285,2100,602,9,1489,9,602,17,594,0,0,31,487,76,5.073649754500818,79.70540098199672,12.438625204582651,26.739606126914662
tec5,1459,2517,2400,600,21,1779,21,600,14,607,0,0,93,420,94,14.975845410628018,67.6328502415459,15.136876006441224,24.672228843861742
tec5,1460,1876,1700,404,7,1289,7,404,7,404,0,0,25,343,36,6.082725060827251,83.45498783454988,8.75912408759124,21.908315565031984
tec5,1461,1864,1700,437,17,1246,17,437,19,435,0,0,52,328,55,11.45374449339207,72.24669603524228,12.114537444933921,24.356223175965667
tec5,1462,1968,1800,464,12,1324,12,464,11,465,0,0,92,265,108,19.327731092436977,55.67226890756303,22.689075630252102,24.1869918699187
tec5,1463,2033,1800,478,4,1318,4,476,13,467,0,0,91,271,105,18.958333333333332,56.458333333333336,21.875,23.70880472208559
tec5,1464,1902,1700,461,5,1234,5,461,8,458,0,0,31,392,35,6.652360515021459,84.12017167381974,7.510729613733906,24.500525762355416
tec5,1465,2041,1900,505,7,1388,7,505,12,500,0,0,60,362,78,11.71875,70.703125,15.234375,25.085742283194513
tec5,1466,2970,2800,599,5,2196,5,593,8,590,0,0,76,413,101,12.709030100334449,69.06354515050167,16.88963210702341,20.336700336700336
tec5,1467,2123,1900,493,6,1401,6,493,30,469,0,0,62,330,77,12.424849699398797,66.13226452905812,15.430861723446892,23.504474799811586
tec5,1468,2129,1900,501,15,1384,15,501,13,503,0,0,71,337,95,13.75968992248062,65.31007751937985,18.410852713178294,24.236730859558477
tec5,1469,2468,2200,590,11,1599,11,590,17,584,0,0,113,370,101,18.80199667221298,61.56405990016639,16.80532445923461,24.351701782820097
tec5,1470,2382,2300,734,15,1551,15,734,20,729,0,0,51,512,166,6.809078771695594,68.35781041388518,22.162883845126835,31.44416456759026
tec5,1471,2351,2100,560,28,1512,28,556,17,567,0,0,86,388,93,14.726027397260275,66.43835616438356,15.924657534246576,25.01063377286261
tec5,1472,1913,1700,463,9,1228,9,462,7,464,0,0,57,335,72,12.101910828025478,71.12526539278132,15.286624203821656,24.673288029273394
tec5,1473,2286,2100,535,5,1560,5,535,17,523,0,0,70,380,73,12.962962962962962,70.37037037037037,13.518518518518519,23.62204724409449
tec5,1474,2299,2100,561,12,1527,12,558,12,558,0,0,91,402,65,15.964912280701753,70.52631578947368,11.403508771929824,24.923879947803393
tec5,1475,2323,2200,531,6,1663,6,531,12,525,0,0,97,321,107,18.063314711359403,59.77653631284916,19.925512104283055,23.11665949203616
tec5,1476,2720,2600,619,1,1980,1,618,14,605,0,0,161,284,160,26.009693053311793,45.880452342487885,25.848142164781905,22.794117647058822
tec5,1477,2165,1900,524,2,1374,2,524,12,514,0,0,117,222,175,22.24334600760456,42.20532319391635,33.26996197718631,24.295612009237875
tec5,1478,2499,2300,660,3,1637,3,657,17,643,0,0,98,414,131,14.84848484848485,62.727272727272734,19.848484848484848,26.53061224489796
tec5,1479,2505,2400,597,10,1793,10,596,13,593,0,0,70,430,93,11.55115511551155,70.95709570957096,15.346534653465346,24.231536926147704
tec5,1480,2656,2500,668,17,1815,17,651,19,649,0,0,72,508,69,10.778443113772456,76.04790419161677,10.32934131736527,25.790662650602407
tec5,1481,2514,2300,529,15,1756,15,529,9,535,0,0,69,383,83,12.683823529411764,70.40441176470588,15.257352941176471,21.63882259347653
tec5,1482,1901,1500,492,10,998,10,492,9,493,0,0,58,397,38,11.553784860557768,79.08366533864542,7.569721115537849,26.407154129405576
tec5,1483,1732,1600,406,6,1188,6,405,11,400,0,0,44,287,69,10.70559610705596,69.82968369829685,16.78832116788321,23.787528868360276
tec5,1484,1656,1500,422,10,1068,10,417,16,411,0,0,51,306,54,11.943793911007026,71.66276346604215,12.646370023419204,26.08695652173913
tec5,1485,1852,1600,490,10,1100,10,490,14,486,0,0,78,316,92,15.6,63.2,18.4,26.997840172786177
tec5,1486,1938,1800,498,12,1290,12,498,15,495,0,0,87,317,91,17.058823529411764,62.15686274509804,17.84313725490196,26.31578947368421
tec5,1487,2245,2100,547,6,1547,6,547,10,543,0,0,83,389,71,15.009041591320072,70.34358047016275,12.839059674502712,24.63251670378619
tec5,1488,2111,1900,556,6,1338,6,556,11,551,0,0,91,364,96,16.19217081850534,64.76868327402136,17.08185053380783,26.6224538133586
